id,published_date,company,order_type,provisions,product,title,url,pdf_url,fiscal_year
"027340","2022-01-20","大幸薬品株式会社","措置命令","第5条第1号(優良誤認) / 第7条第1項","クレベリン スティック ペンタイプ","大幸薬品株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/027340/","","2021"
"027097","2021-12-23","株式会社Needs(ニーズ)及び有限会社ガレージゼスト","措置命令","第5条第1号(優良誤認) / 第7条第1項","","株式会社Needs(ニーズ)及び有限会社ガレージゼストに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/027097/","","2021"
"026894","2021-12-22","株式会社GSD","課徴金納付命令","第8条第1項","GSD-209N","株式会社GSDに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/026894/","","2021"
"027004","2021-12-17","二酸化塩素による空間除菌を標ぼうする商品の製造販売業者2社","措置命令","第5条第1号(優良誤認) / 第7条第1項","","二酸化塩素による空間除菌を標ぼうする商品の製造販売業者2社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/027004/","","2021"
"026995","2021-12-16","石油製品の販売事業者2社","措置命令","第5条第2号(有利誤認) / 第7条第1項","","石油製品の販売事業者2社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/026995/","","2021"
"026954","2021-12-14","カーズショップ松山こと高畑正志","措置命令","第5条第1号(優良誤認) / 第7条第1項","","カーズショップ松山こと高畑正志に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/026954/","","2021"
"026911","2021-12-10","メルセデス・ベンツ日本株式会社","措置命令","第5条第1号(優良誤認) / 第7条第1項","GLA180","メルセデス・ベンツ日本株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/026911/","","2021"
"026673","2021-11-24","株式会社シーズ・ラボ","措置命令","第5条第1号(優良誤認) / 第7条第1項","4D","株式会社シーズ・ラボに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/026673/","","2021"
"026650","2021-11-18","株式会社エムアンドエム","課徴金納付命令","第8条第1項","ファイラマッスルサプリHMB","株式会社エムアンドエムに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/026650/","","2021"
"026513","2021-11-09","株式会社アクガレージ及びアシスト株式会社","措置命令","第5条第1号(優良誤認) / 第7条第1項","ジュエルアップ","株式会社アクガレージ及びアシスト株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/026513/","","2021"
"025957","2021-10-19","株式会社宮本製作所","課徴金納付命令","第8条第1項","洗たくマグちゃん","株式会社宮本製作所に対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/025957/","","2021"
"025622","2021-09-22","株式会社T.Sコーポレーション","課徴金納付命令","第8条第1項","BUBKA ZERO","株式会社T.Sコーポレーションに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/025622/","","2021"
"025628","2021-09-15","イマジン・グローバル・ケア株式会社","課徴金納付命令","第8条第1項","ブロリコ","イマジン・グローバル・ケア株式会社に対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/025628/","","2021"
"025598","2021-09-14","株式会社ハピリィ","措置命令","第5条第2号(有利誤認) / 第7条第1項","七五三データセット","株式会社ハピリィに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/025598/","","2021"
"025506","2021-09-09","株式会社オークローンマーケティング","課徴金納付命令","第8条第1項","スレンダートーン アブベルト","株式会社オークローンマーケティングに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/025506/","","2021"
"025535","2021-09-03","株式会社ビックカメラ及び株式会社ビック酒販","措置命令","第5条第3号(商品の原産国に関する不当な表示第1項又は第2項) / 第7条第1項","","株式会社ビックカメラ及び株式会社ビック酒販に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/025535/","","2021"
"025487","2021-08-31","タイガー魔法瓶株式会社","措置命令","第5条第1号(優良誤認) / 第7条第1項","PCK-A080","タイガー魔法瓶株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/025487/","","2021"
"025248","2021-08-26","株式会社プライムダイレクト","課徴金納付命令","第8条第1項","","株式会社プライムダイレクトに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/025248/","","2021"
"025153","2021-08-11","ヤーマン株式会社","課徴金納付命令","第8条第1項","トルネードRFローラー","ヤーマン株式会社に対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/025153/","","2021"
"025055","2021-07-28","マクセル株式会社","措置命令","第5条第1号(優良誤認) / 第7条第1項","オゾン除菌消臭器 オゾネオ エアロ MXAP-AE270","マクセル株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/025055/","","2021"
"024804","2021-07-02","株式会社ユニクエスト","課徴金納付命令","第8条第1項","","株式会社ユニクエストに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/024804/","","2021"
"024759","2021-06-29","株式会社gumi及び株式会社スクウェア・エニックス","措置命令","第5条第1号(優良誤認) / 第7条第1項","WAR OF THE VISIONS ファイナルファンタジー ブレイブエクスヴィアス 幻影戦争","株式会社gumi及び株式会社スクウェア・エニックスに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024759/","","2021"
"024440","2021-06-25","Salute.Lab株式会社","課徴金納付命令","第8条第1項","イオニアカードPLUS","Salute.Lab株式会社に対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/024440/","","2021"
"024661","2021-06-22","ビジョンズ株式会社","措置命令","第5条第1号(優良誤認) / 第7条第1項","プルマモア マッサージ&モイストボディクリーム","ビジョンズ株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024661/","","2021"
"024611","2021-06-18","株式会社DINOS CORPORATION","課徴金納付命令","第8条第1項","","株式会社DINOS CORPORATIONに対する景品表示法に基づく課徴金納付命令について","https://www.caa.go.jp/notice/entry/024611/","","2021"
"024604","2021-06-17","株式会社アップドラフト","措置命令","第5条第1号(優良誤認) / 第7条第1項","滝風イオンメディック","株式会社アップドラフトに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024604/","","2021"
"024570","2021-06-15","株式会社サプリメント・ワールド","措置命令","第5条第1号(優良誤認) / 第7条第1項","エクステアライズゲル","株式会社サプリメント・ワールドに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024570/","","2021"
"024534","2021-06-11","株式会社ププレひまわり","措置命令","第5条第1号(優良誤認) / 第7条第1項","ウイルオフ ストラップタイプ","株式会社ププレひまわりに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024534/","","2021"
"024373","2021-06-03","株式会社ハウワイ","措置命令","第5条第1号(優良誤認) / 第7条第1項","エターナルアイラッシュ","株式会社ハウワイに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024373/","","2021"
"024380","2021-06-02","クリエイト株式会社","措置命令","第5条第3号(おとり広告) / 第7条第1項","フレッツ光","クリエイト株式会社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024380/","","2021"
"024139","2021-05-14","株式会社シーズコーポレーション","措置命令","第5条第1号(優良誤認) / 第7条第1項","seeds糖鎖","株式会社シーズコーポレーションに対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/024139/","","2021"
"023999","2021-04-27","株式会社宮本製作所","措置命令","第5条第1号(優良誤認) / 第7条第1項","洗たくマグちゃん","株式会社宮本製作所に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/023999/","","2021"
"023821","2021-04-09","亜塩素酸による空間除菌を標ぼうするスプレーの販売事業者2社","措置命令","第5条第1号(優良誤認) / 第7条第1項","","亜塩素酸による空間除菌を標ぼうするスプレーの販売事業者2社に対する景品表示法に基づく措置命令について","https://www.caa.go.jp/notice/entry/023821/","","2021"
